#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1740627645028240458,-0.1736381,-0.46232477,-0.2066613,-0.6560113,-0.06943185,9.611523
1740627645043295292,-0.1736381,-0.46232477,-0.2066613,-0.6512229,-0.08020575,9.460688
1740627645048179000,-0.1736381,-0.46232477,-0.2066613,-0.6751649,-0.076614454,9.5013895
1740627645063226417,-0.1736381,-0.46232477,-0.2066613,-0.6548142,-0.06823475,9.51336
1740627645068511000,-0.1736381,-0.46232477,-0.2066613,-0.6775591,-0.06464344,9.490616
1740627645103151875,-0.1736381,-0.46232477,-0.2066613,-0.6871359,-0.047884032,9.531317
1740627645083274125,-0.1736381,-0.46232477,-0.2066613,-0.65242,-0.092176765,9.593566
1740627645088253541,-0.1736381,-0.46232477,-0.2066613,-0.6548142,-0.06703765,9.5732155
1740627645113372583,0.0010652645,0.0,0.0010652645,-0.65242,-0.08140286,9.604341
1740627645123481167,0.0010652645,0.002130529,0.0010652645,-0.6607997,-0.062249243,9.537302
1740627645149202167,0.0010652645,0.0,-0.002130529,-0.65242,-0.074220255,9.5492735
1740627645133374625,0.002130529,0.0031957934,0.0,-0.70509243,-0.062249243,9.557653
1740627645143326208,0.0,0.0,0.0,-0.6691794,-0.095768064,9.569624
1740627645163280750,0.0010652645,0.0031957934,-0.0010652645,-0.6751649,-0.08259996,9.588778
1740627645168131000,0.0,0.004261058,-0.0010652645,-0.6859388,-0.077811554,9.601946
1740627645183377416,0.0010652645,0.002130529,-0.002130529,-0.6787562,-0.08499416,9.544485
1740627645194574125,-0.0010652645,0.0010652645,0.0,-0.641646,-0.07062895,9.592369
1740627645198347667,0.0010652645,0.0010652645,0.0,-0.6607997,-0.079008654,9.609129
1740627645208497625,0.0010652645,0.0031957934,0.0,-0.6739678,-0.074220255,9.516952
1740627645223249375,0.0031957934,-0.0010652645,-0.0010652645,-0.6667852,-0.074220255,9.578004
1740627645233345541,0.0010652645,0.0,0.0010652645,-0.6607997,-0.08259996,9.5013895
1740627645243364500,0.0031957934,0.002130529,0.0,-0.6655881,-0.076614454,9.606734
1740627645249144708,0.004261058,0.002130529,-0.0010652645,-0.6679823,-0.08619126,9.569624
1740627645264209167,0.002130529,0.002130529,0.0,-0.6787562,-0.073023155,9.610326
1740627645269292959,0.002130529,0.0010652645,0.0,-0.6775591,-0.08140286,9.55885
1740627645283296416,0.002130529,0.0010652645,0.0,-0.6572084,-0.073023155,9.595961
1740627645293563250,0.0010652645,0.0031957934,0.0010652645,-0.6811504,-0.062249243,9.533711
1740627645299030875,0.002130529,0.002130529,0.0,-0.6967127,-0.06464344,9.585187
1740627645313671375,0.002130529,0.0031957934,-0.0010652645,-0.6560113,-0.092176765,9.5492735
1740627645320493875,0.0031957934,0.0031957934,0.0,-0.6691794,-0.079008654,9.509769
1740627645327511042,0.0010652645,0.002130529,0.0010652645,-0.6368576,-0.079008654,9.595961
1740627645340818083,0.002130529,0.0010652645,-0.0010652645,-0.6799533,-0.06344634,9.560047
1740627645349646459,0.002130529,0.0,-0.0010652645,-0.6607997,-0.094570965,9.546879
1740627645349664417,0.002130529,0.0,-0.0010652645,-0.6607997,-0.094570965,9.546879
1740627645369518666,0.004261058,0.0031957934,0.0,-0.6835446,-0.05626374,9.522937
1740627645369527541,0.004261058,0.0031957934,0.0,-0.6835446,-0.05626374,9.522937
1740627645389846208,0.0031957934,0.0010652645,0.0,-0.6691794,-0.06344634,9.561244
1740627645389988333,0.0031957934,0.0010652645,0.0,-0.6691794,-0.06344634,9.561244
1740627645410052333,0.002130529,0.002130529,0.0,-0.6512229,-0.07182605,9.5385
1740627645410056541,0.002130529,0.002130529,0.0,-0.6512229,-0.07182605,9.5385
1740627645419441500,0.0010652645,0.002130529,0.0,-0.6440403,-0.073023155,9.586384
1740627645439977541,0.0010652645,0.002130529,-0.002130529,-0.6619968,-0.049081136,9.57561
1740627645439821625,0.0010652645,0.002130529,-0.002130529,-0.6619968,-0.049081136,9.57561
1740627645455574166,0.002130529,0.0031957934,0.0,-0.6500258,-0.079008654,9.560047
1740627645469343625,0.0010652645,0.0,-0.0010652645,-0.6727707,-0.06464344,9.600749
1740627645469348833,0.0010652645,0.0,-0.0010652645,-0.6727707,-0.06464344,9.600749
1740627645489751542,0.0,0.0010652645,0.0,-0.6548142,-0.08499416,9.537302
1740627645489610792,0.0,0.0010652645,0.0,-0.6548142,-0.08499416,9.537302
1740627645504198584,0.0010652645,0.002130529,0.0,-0.6715736,-0.075417355,9.512163
1740627645504400542,0.0010652645,0.002130529,0.0,-0.6715736,-0.075417355,9.512163
1740627645520728417,0.0031957934,0.002130529,0.0,-0.6631939,-0.08619126,9.600749
1740627645541800667,0.0031957934,0.0031957934,0.0,-0.6751649,-0.06943185,9.533711
1740627645541802333,0.0031957934,0.0031957934,0.0,-0.6751649,-0.06943185,9.533711
1740627645559895583,0.0010652645,0.0010652645,-0.0010652645,-0.6691794,-0.074220255,9.540894
1740627645559911083,0.0010652645,0.0010652645,-0.0010652645,-0.6691794,-0.074220255,9.540894
1740627645581470584,0.002130529,0.002130529,0.0010652645,-0.664391,-0.08379706,9.552865
1740627645591285083,0.0031957934,0.0010652645,-0.0010652645,-0.6572084,-0.088585466,9.545682
1740627645600038041,0.002130529,0.0031957934,0.0,-0.6715736,-0.076614454,9.533711
1740627645609716125,0.002130529,0.0031957934,0.0,-0.6655881,-0.076614454,9.557653
1740627645619974000,0.002130529,0.0031957934,-0.0031957934,-0.6344634,-0.074220255,9.515755
1740627645631211459,0.0031957934,0.002130529,-0.0010652645,-0.65242,-0.06464344,9.555259
1740627645637217334,0.004261058,0.002130529,-0.0010652645,-0.6739678,-0.08619126,9.533711
1740627645651076084,0.002130529,0.002130529,-0.0010652645,-0.6691794,-0.093373865,9.55885
1740627645661210417,0.0010652645,0.002130529,-0.0010652645,-0.6667852,-0.090979666,9.569624
1740627645667572625,0.0010652645,0.002130529,-0.0010652645,-0.6679823,-0.08140286,9.5385
1740627645684481042,0.002130529,0.0031957934,0.0,-0.6835446,-0.08020575,9.55047
1740627645689773834,0.0010652645,0.0031957934,0.0010652645,-0.6703765,-0.08379706,9.580399
1740627645700386375,0.0031957934,0.0031957934,-0.002130529,-0.6727707,-0.06464344,9.56723
1740627645710533625,0.002130529,0.0031957934,0.0,-0.6607997,-0.076614454,9.55885
1740627645720078417,0.002130529,0.0010652645,-0.0010652645,-0.6560113,-0.07062895,9.566033
1740627645730388833,0.002130529,0.0010652645,-0.0010652645,-0.6703765,-0.079008654,9.569624
1740627645734589083,0.0031957934,0.0010652645,-0.0010652645,-0.6572084,-0.07062895,9.563639
1740627645751950000,0.0010652645,0.0010652645,0.0,-0.6452374,-0.059855044,9.55047
1740627645760205375,0.0010652645,0.0010652645,0.0,-0.6572084,-0.05746084,9.601946
1740627645769981500,0.002130529,0.002130529,0.0010652645,-0.6572084,-0.06703765,9.582792
1740627645779716167,0.0010652645,0.0,-0.0010652645,-0.6715736,-0.06703765,9.527725
1740627645784597000,0.0010652645,-0.0010652645,-0.0010652645,-0.6500258,-0.073023155,9.588778
1740627645802629708,0.004261058,0.0031957934,-0.002130529,-0.6703765,-0.06584055,9.5492735
1740627645809633375,0.0,0.002130529,-0.002130529,-0.6775591,-0.077811554,9.578004
1740627645820962375,0.0031957934,0.0010652645,0.0010652645,-0.6667852,-0.077811554,9.554062
1740627645831969875,0.0031957934,0.002130529,-0.0010652645,-0.6584055,-0.076614454,9.561244
1740627645839973959,0.0,0.0031957934,0.0,-0.6715736,-0.075417355,9.544485
1740627645850069625,0.0010652645,0.002130529,-0.0010652645,-0.6619968,-0.08379706,9.568427
1740627645859807500,0.0010652645,0.002130529,0.0,-0.6799533,-0.074220255,9.548077
1740627645869705042,0.002130529,0.0031957934,-0.0010652645,-0.6739678,-0.075417355,9.527725
1740627645875464083,0.0010652645,0.002130529,0.0,-0.6655881,-0.08619126,9.533711
1740627645890412375,0.004261058,0.002130529,-0.0010652645,-0.6655881,-0.08619126,9.534908
1740627645899613542,0.002130529,0.002130529,0.0,-0.6835446,-0.061052144,9.555259
1740627645910488083,0.002130529,0.0010652645,0.0010652645,-0.6751649,-0.06703765,9.534908
1740627645914681167,0.002130529,0.002130529,0.0010652645,-0.6572084,-0.090979666,9.546879
1740627645930000083,0.0031957934,0.0031957934,0.0,-0.6596026,-0.077811554,9.55885
1740627645941753875,0.002130529,0.002130529,0.002130529,-0.676362,-0.08619126,9.536105
1740627645951595625,0.002130529,0.0031957934,-0.0010652645,-0.6619968,-0.08499416,9.52174
1740627645960726458,0.0010652645,0.002130529,0.0010652645,-0.6488287,-0.06703765,9.544485
1740627645970980208,0.0031957934,0.002130529,0.0,-0.6727707,-0.06344634,9.557653
1740627645980734542,0.002130529,0.002130529,-0.0010652645,-0.6404489,-0.08619126,9.554062
1740627645991728959,0.002130529,0.0031957934,0.0010652645,-0.6596026,-0.08738836,9.555259
1740627646001071083,0.0031957934,0.002130529,0.0,-0.6799533,-0.079008654,9.518148
1740627646011038459,0.0031957934,0.0031957934,-0.0010652645,-0.6667852,-0.06344634,9.566033
1740627646051506917,0.0010652645,0.002130529,0.0,-0.6596026,-0.05746084,9.581595
1740627646020876958,0.0031957934,0.002130529,-0.0010652645,-0.6667852,-0.08619126,9.527725
1740627646031288375,0.0010652645,0.0031957934,-0.0010652645,-0.65242,-0.092176765,9.57561
1740627646040756625,0.002130529,0.0010652645,-0.0010652645,-0.6619968,-0.074220255,9.555259
1740627646061477375,0.002130529,0.0,-0.0010652645,-0.664391,-0.090979666,9.533711
1740627646070004875,-0.0010652645,0.0010652645,0.0,-0.6715736,-0.06943185,9.539697
1740627646080945042,0.0031957934,0.0010652645,-0.002130529,-0.6452374,-0.073023155,9.561244
1740627646090663667,0.002130529,0.0010652645,0.0,-0.65242,-0.076614454,9.536105
1740627646100095500,0.002130529,0.002130529,0.0,-0.6811504,-0.06344634,9.51336
1740627646110004541,0.0010652645,0.002130529,-0.0010652645,-0.6811504,-0.076614454,9.566033
1740627646121351375,0.002130529,0.002130529,-0.0010652645,-0.6560113,-0.074220255,9.5492735
1740627646130933416,0.002130529,0.002130529,-0.0010652645,-0.6775591,-0.07062895,9.557653
1740627646142427500,0.0,0.002130529,-0.0010652645,-0.6607997,-0.059855044,9.562442
1740627646157694542,0.0,0.0010652645,-0.0010652645,-0.6679823,-0.090979666,9.555259
1740627646151126875,0.0010652645,0.0010652645,-0.0010652645,-0.6596026,-0.079008654,9.544485
1740627646168410458,0.002130529,0.0010652645,0.0010652645,-0.6631939,-0.07182605,9.579201
1740627646182501250,0.002130529,0.0031957934,0.0,-0.664391,-0.06344634,9.5385
1740627646191146833,0.0010652645,0.0,0.0,-0.6775591,-0.079008654,9.598354
1740627646200143958,0.002130529,0.0031957934,-0.002130529,-0.6667852,-0.06943185,9.55047
1740627646212367916,0.0031957934,0.0010652645,-0.0010652645,-0.6679823,-0.108936176,9.537302
1740627646220572917,0.002130529,0.0010652645,-0.002130529,-0.6560113,-0.08619126,9.556456
1740627646231109917,0.002130529,0.0,0.0,-0.6572084,-0.077811554,9.53012
1740627646241542792,0.0031957934,0.002130529,-0.0010652645,-0.6775591,-0.06584055,9.56723
1740627646251190792,0.002130529,0.0010652645,-0.0010652645,-0.664391,-0.076614454,9.589975
1740627646261565459,0.0010652645,0.002130529,0.0,-0.6715736,-0.053869538,9.5492735
1740627646266683583,0.0010652645,0.0010652645,0.0,-0.6835446,-0.05746084,9.514558
1740627646281449834,0.0031957934,0.0,-0.0010652645,-0.6560113,-0.092176765,9.520543
1740627646291511000,0.0010652645,0.002130529,-0.0010652645,-0.6488287,-0.093373865,9.570822
1740627646302075333,0.002130529,0.004261058,-0.002130529,-0.6715736,-0.07062895,9.53012
1740627646312657792,0.002130529,0.0031957934,-0.0010652645,-0.6895301,-0.08259996,9.5253315
1740627646321506416,0.002130529,0.0010652645,-0.0010652645,-0.65242,-0.06823475,9.560047
1740627646331066042,0.002130529,0.002130529,-0.0010652645,-0.6631939,-0.06703765,9.544485
1740627646341538458,0.002130529,0.0031957934,-0.0010652645,-0.6655881,-0.049081136,9.507375
1740627646390827875,0.0010652645,0.0010652645,0.002130529,-0.6811504,-0.074220255,9.53012
1740627646351536500,0.0010652645,0.0010652645,0.0,-0.6631939,-0.055066638,9.5732155
1740627646359139125,0.002130529,0.0010652645,-0.0010652645,-0.6548142,-0.076614454,9.566033
1740627646371040000,0.0010652645,0.002130529,0.0010652645,-0.6560113,-0.076614454,9.543288
1740627646377633750,0.0010652645,0.0010652645,0.0010652645,-0.6560113,-0.07182605,9.5492735
1740627646401442541,0.0010652645,0.002130529,0.0010652645,-0.6703765,-0.076614454,9.551667
1740627646410300583,-0.0010652645,0.0,0.0010652645,-0.6679823,-0.08259996,9.545682
1740627646421651166,0.0031957934,0.0010652645,0.0010652645,-0.6691794,-0.06823475,9.576807
1740627646431050750,0.0,0.0,0.0010652645,-0.6703765,-0.08738836,9.55047
1740627646441437792,0.002130529,0.0,0.0010652645,-0.6679823,-0.076614454,9.545682
1740627646451102042,0.002130529,0.0,0.0,-0.6476316,-0.06344634,9.581595
1740627646460961292,0.0010652645,0.0010652645,0.0,-0.6548142,-0.074220255,9.564836
1740627646472159459,0.0010652645,0.0,0.0,-0.6991069,-0.08379706,9.532514
1740627646481340209,-0.0010652645,0.0010652645,0.0010652645,-0.6619968,-0.08619126,9.53012
1740627646490696292,0.0010652645,0.0,0.0,-0.6584055,-0.08140286,9.570822
1740627646500851625,0.0010652645,0.0010652645,0.0010652645,-0.6715736,-0.08738836,9.555259
1740627646510633417,0.002130529,0.0010652645,0.0010652645,-0.6691794,-0.08379706,9.580399
1740627646521008833,0.0010652645,0.0010652645,0.0010652645,-0.6751649,-0.076614454,9.555259
1740627646531520625,0.0010652645,0.0,0.0,-0.6631939,-0.07062895,9.546879
1740627646541157208,0.0,0.0010652645,0.0010652645,-0.6536171,-0.06584055,9.5732155
1740627646550943667,0.002130529,0.0,0.0010652645,-0.6560113,-0.09816227,9.544485
1740627646563743250,0.0,0.0,0.0010652645,-0.6703765,-0.090979666,9.574412
1740627646563754583,0.0,0.0,0.0010652645,-0.6703765,-0.090979666,9.574412
1740627646580417166,-0.002130529,0.0010652645,0.002130529,-0.6536171,-0.076614454,9.557653
1740627646584531084,-0.0010652645,0.0010652645,0.0010652645,-0.6715736,-0.08619126,9.5492735
1740627646604352333,-0.0010652645,0.0,0.0,-0.6631939,-0.077811554,9.561244
1740627646609489000,0.0,-0.0010652645,0.0,-0.6775591,-0.06823475,9.5732155
1740627646620868292,0.0010652645,0.0010652645,0.0010652645,-0.6751649,-0.07062895,9.55885
1740627646630441584,0.0010652645,0.0,-0.0010652645,-0.6607997,-0.076614454,9.5013895
1740627646640889083,0.002130529,0.0010652645,0.0,-0.6572084,-0.06703765,9.531317
1740627646649884083,0.002130529,0.0010652645,0.0,-0.6572084,-0.07062895,9.531317
1740627646661212375,0.0,0.002130529,0.0010652645,-0.6572084,-0.08020575,9.532514
1740627646670156958,0.0,0.0010652645,0.0010652645,-0.6655881,-0.092176765,9.531317
1740627646679895916,0.0010652645,0.0010652645,0.002130529,-0.676362,-0.06464344,9.527725
1740627646691486708,0.0,0.0,0.0010652645,-0.6500258,-0.059855044,9.534908
1740627646700210958,-0.0010652645,0.0010652645,0.0010652645,-0.6560113,-0.08020575,9.570822
1740627646713987375,0.0010652645,0.0,0.002130529,-0.6655881,-0.08020575,9.531317
1740627646724164167,0.0010652645,0.0,0.0010652645,-0.6548142,-0.075417355,9.555259
1740627646730172000,0.0010652645,0.0010652645,0.0010652645,-0.6655881,-0.073023155,9.545682
1740627646740173084,0.0,0.0010652645,0.0010652645,-0.6787562,-0.08259996,9.548077
1740627646744590084,-0.0010652645,0.0010652645,0.0,-0.6691794,-0.07062895,9.551667
1740627646759866041,0.002130529,0.0010652645,0.0,-0.6679823,-0.061052144,9.536105
1740627646772262666,0.0,0.0,0.0010652645,-0.6691794,-0.08499416,9.566033
1740627646775331167,0.0010652645,0.0010652645,0.0010652645,-0.6619968,-0.079008654,9.55047
1740627646811971666,0.0,0.0010652645,0.0,-0.6512229,-0.090979666,9.544485
1740627646789219750,0.0,0.0010652645,0.0,-0.6679823,-0.061052144,9.557653
1740627646800218583,0.0010652645,0.0010652645,0.0,-0.6679823,-0.07062895,9.518148
1740627646820458166,0.002130529,0.002130529,0.0010652645,-0.6560113,-0.074220255,9.560047
1740627646828710917,0.0010652645,0.0010652645,0.0010652645,-0.6727707,-0.07062895,9.5385
1740627646840549917,0.0,0.0010652645,0.0,-0.6607997,-0.07062895,9.533711
1740627646853541625,0.002130529,0.0,0.0010652645,-0.6667852,-0.08499416,9.551667
1740627646859843666,0.0010652645,0.002130529,0.0010652645,-0.6500258,-0.077811554,9.539697
1740627646869417459,-0.0010652645,0.0010652645,0.0,-0.6751649,-0.08499416,9.54209
1740627646879645583,0.0,0.0010652645,0.0,-0.6691794,-0.090979666,9.536105
1740627646890271834,0.002130529,0.0010652645,0.0,-0.6727707,-0.051475335,9.548077
1740627646895567875,0.0031957934,0.002130529,0.0,-0.6739678,-0.062249243,9.544485
1740627646920339833,0.0010652645,-0.0010652645,0.0010652645,-0.664391,-0.073023155,9.540894
1740627646909839125,0.002130529,0.002130529,0.0010652645,-0.6512229,-0.075417355,9.543288
1740627646929841375,0.0,0.0010652645,0.0010652645,-0.6607997,-0.05746084,9.570822
1740627646939734000,0.0010652645,0.0,0.0010652645,-0.6356605,-0.074220255,9.543288
1740627646949644125,-0.002130529,0.0010652645,0.0010652645,-0.6631939,-0.08619126,9.526528
1740627646960296959,0.0,0.0010652645,0.0010652645,-0.6787562,-0.079008654,9.543288
1740627646972799875,0.0010652645,0.0010652645,0.0010652645,-0.6607997,-0.062249243,9.55047
1740627646979795208,-0.002130529,-0.0010652645,0.0,-0.664391,-0.077811554,9.5385
1740627646987979750,0.0010652645,0.0,0.0010652645,-0.6572084,-0.07182605,9.551667
1740627647002696375,0.0,0.0,0.0010652645,-0.6584055,-0.05865794,9.516952
1740627647010188125,0.0,-0.0010652645,0.0,-0.6584055,-0.061052144,9.5492735
1740627647015683625,0.0010652645,0.0,-0.0010652645,-0.6512229,-0.08738836,9.543288
1740627647032334000,-0.0010652645,0.0010652645,-0.0010652645,-0.6799533,-0.090979666,9.546879
1740627647039749209,0.0,0.0010652645,0.0,-0.676362,-0.076614454,9.527725
1740627647052545959,0.0010652645,0.0010652645,0.0,-0.664391,-0.07182605,9.52174
1740627647052815959,0.0010652645,0.0010652645,0.0,-0.664391,-0.07182605,9.52174
1740627647069854166,0.0,0.0010652645,0.002130529,-0.6655881,-0.073023155,9.5385
1740627647080784250,0.0,0.0010652645,-0.0010652645,-0.6727707,-0.077811554,9.561244
1740627647093426125,-0.0010652645,0.0,0.0,-0.6787562,-0.08259996,9.566033
1740627647100803292,0.0,0.0010652645,0.0,-0.6631939,-0.074220255,9.522937
1740627647108104000,0.0,0.0,0.0,-0.6727707,-0.08020575,9.556456
1740627647122232708,0.0010652645,0.0,0.0010652645,-0.6655881,-0.08379706,9.563639
1740627647130627042,0.002130529,0.0,0.0,-0.6631939,-0.08499416,9.554062
1740627647141591917,0.0,-0.0010652645,0.0,-0.6679823,-0.073023155,9.528923
1740627647152752750,0.0010652645,0.0,0.0,-0.6703765,-0.094570965,9.536105
1740627647159975750,0.0010652645,0.0010652645,0.0010652645,-0.6500258,-0.053869538,9.539697
1740627647173230166,0.0010652645,0.0010652645,0.0010652645,-0.6679823,-0.09816227,9.5385
1740627647181413791,0.0010652645,0.0,0.0,-0.6703765,-0.08499416,9.539697
1740627647190433709,0.0010652645,0.0031957934,0.0,-0.6619968,-0.06464344,9.57561
1740627647200325041,0.002130529,0.0,0.0010652645,-0.6847417,-0.089782566,9.546879
1740627647260915250,0.0010652645,0.0010652645,0.0010652645,-0.6560113,-0.079008654,9.563639
1740627647204421292,0.0010652645,-0.0010652645,0.0,-0.6811504,-0.06464344,9.5492735
1740627647220976750,-0.0010652645,0.0010652645,0.0,-0.664391,-0.061052144,9.557653
1740627647230882166,0.002130529,0.0010652645,0.0010652645,-0.6488287,-0.08499416,9.551667
1740627647240888500,0.002130529,0.0010652645,0.002130529,-0.6655881,-0.08379706,9.5385
1740627647253716666,0.0010652645,0.0010652645,0.0010652645,-0.6464345,-0.08379706,9.618706
1740627647270242750,0.002130529,0.0,0.0010652645,-0.6703765,-0.08259996,9.536105
1740627647281075208,0.0010652645,0.0010652645,0.0010652645,-0.6739678,-0.09816227,9.536105
1740627647290154834,0.0,0.0,0.0010652645,-0.6607997,-0.077811554,9.522937
1740627647301713542,0.0010652645,-0.0010652645,0.002130529,-0.6667852,-0.074220255,9.536105
1740627647310246333,0.0010652645,0.0,0.0,-0.6703765,-0.074220255,9.532514
1740627647322193375,0.0010652645,0.0010652645,0.0010652645,-0.6655881,-0.079008654,9.545682
1740627647330930125,0.0010652645,-0.0010652645,0.0010652645,-0.6655881,-0.09935937,9.55885
1740627647341060000,-0.0010652645,0.0010652645,0.0,-0.6715736,-0.095768064,9.545682
1740627647350562250,0.0,0.0010652645,0.0010652645,-0.6607997,-0.06703765,9.5492735
1740627647354557250,0.0,0.002130529,0.0,-0.6655881,-0.088585466,9.54209
1740627647372886500,0.0,0.0,0.0,-0.6871359,-0.088585466,9.539697
1740627647380171250,0.0010652645,0.0010652645,0.0010652645,-0.664391,-0.08379706,9.543288
1740627647389614833,0.0010652645,0.0010652645,0.0,-0.6619968,-0.062249243,9.554062
1740627647399712625,0.0,0.0,0.002130529,-0.676362,-0.08259996,9.564836
1740627647409687291,0.0010652645,0.0,0.0010652645,-0.6584055,-0.05746084,9.561244
1740627647419777208,0.002130529,0.0010652645,0.0,-0.6619968,-0.079008654,9.55885
1740627647430216083,0.002130529,0.0010652645,0.0,-0.6584055,-0.08259996,9.548077
1740627647442157834,0.0010652645,0.002130529,0.0010652645,-0.6715736,-0.092176765,9.539697
1740627647449539083,0.0,0.0010652645,0.0,-0.6691794,-0.08259996,9.54209
1740627647460386375,0.0010652645,0.0,0.0010652645,-0.6572084,-0.079008654,9.554062
1740627647471109125,0.0010652645,0.002130529,0.0010652645,-0.6476316,-0.08259996,9.516952
1740627647475279083,0.0010652645,0.0010652645,0.0,-0.6584055,-0.08379706,9.545682
1740627647492749166,0.002130529,0.0010652645,0.0,-0.6500258,-0.076614454,9.502586
1740627647492849000,0.002130529,0.0010652645,0.0,-0.6500258,-0.076614454,9.502586
1740627647493024458,0.002130529,0.0010652645,0.0,-0.6500258,-0.076614454,9.502586
1740627647493037583,0.002130529,0.0010652645,0.0,-0.6500258,-0.076614454,9.502586
1740627647493084250,0.002130529,0.0010652645,0.0,-0.6500258,-0.076614454,9.502586
1740627647493017458,0.002130529,0.0010652645,0.0,-0.6500258,-0.076614454,9.502586
1740627647549846917,0.002130529,0.0010652645,0.0,-0.6631939,-0.090979666,9.539697
1740627647564129417,0.0010652645,0.0010652645,0.0010652645,-0.6607997,-0.08140286,9.5253315
1740627647573311917,0.0,0.0010652645,0.0010652645,-0.6775591,-0.079008654,9.532514
1740627647579498959,-0.0010652645,0.0,0.002130529,-0.6751649,-0.06823475,9.5385
1740627647593336916,0.0,0.0010652645,0.0010652645,-0.676362,-0.07062895,9.587581
1740627647604183250,0.0010652645,0.0010652645,0.0010652645,-0.6679823,-0.075417355,9.546879
1740627647610066417,0.002130529,0.0010652645,0.0010652645,-0.6703765,-0.077811554,9.527725
1740627647623343917,0.0,0.0,0.0010652645,-0.6356605,-0.06703765,9.55885
1740627647634565459,0.0010652645,0.0010652645,0.0,-0.6619968,-0.06584055,9.555259
1740627647644134334,0.0010652645,0.0031957934,0.0010652645,-0.6488287,-0.08379706,9.566033
1740627647649645125,0.0,0.002130529,0.0,-0.6607997,-0.09696517,9.519346
1740627647659618000,0.0010652645,0.0010652645,0.002130529,-0.6572084,-0.08619126,9.526528
1740627647669708542,0.0,0.0,0.0010652645,-0.6655881,-0.074220255,9.544485
1740627647680957667,0.002130529,0.0,-0.0010652645,-0.6619968,-0.08140286,9.592369
1740627647689726167,0.0,0.002130529,0.0,-0.6584055,-0.08738836,9.544485
1740627647701188542,0.0,0.0010652645,0.0,-0.6512229,-0.074220255,9.534908
1740627647709869083,0.0,0.002130529,-0.0010652645,-0.6596026,-0.079008654,9.545682
1740627647719590208,0.0010652645,0.0010652645,0.0010652645,-0.6835446,-0.077811554,9.576807
1740627647729727667,0.0010652645,0.0010652645,0.0,-0.6679823,-0.09816227,9.555259
1740627647740780583,0.0,-0.0010652645,0.0,-0.6619968,-0.08499416,9.5732155
1740627647749674750,0.0,0.0,0.0,-0.6691794,-0.079008654,9.56723
1740627647759636375,0.0,-0.0010652645,0.0,-0.6572084,-0.08259996,9.566033
1740627647770506917,0.0,0.002130529,0.0010652645,-0.6691794,-0.076614454,9.556456
1740627647780371541,0.0010652645,0.002130529,0.002130529,-0.6727707,-0.076614454,9.519346
1740627647790562541,0.0010652645,0.0010652645,0.0010652645,-0.6512229,-0.08259996,9.566033
1740627647801082375,0.0,0.0010652645,0.0010652645,-0.664391,-0.094570965,9.528923
1740627647810449291,0.0,0.0010652645,0.0010652645,-0.664391,-0.06344634,9.569624
1740627647820129000,0.0,0.002130529,0.0010652645,-0.6607997,-0.090979666,9.555259
