#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1739387954248,0.0010652645,0.0,0.0,-0.1448492,9.545682,0.33877954
1739387954253,0.0010652645,0.0,-0.0010652645,-0.1388637,9.5385,0.33159694
1739387954258,0.0010652645,0.0,0.0,-0.15203181,9.551667,0.33518824
1739387954263,0.0,0.0,-0.0010652645,-0.15322891,9.570822,0.34596214
1739387954269,0.0010652645,-0.0010652645,-0.0010652645,-0.15682021,9.551667,0.33279404
1739387954274,0.0,0.0,0.0,-0.1376666,9.585187,0.34715924
1739387954278,0.0,0.0,0.0,-0.1328782,9.585187,0.34117374
1739387954283,0.0,0.0,0.0,-0.12928689,9.579201,0.35314476
1739387954286,0.0,0.0,0.0,-0.12928689,9.579201,0.35314476
1739387954294,0.0,0.0,-0.002130529,-0.12569559,9.551667,0.33758244
1739387954300,0.0010652645,-0.0010652645,0.0,-0.1412579,9.546879,0.33039984
1739387954303,0.002130529,0.0,0.0010652645,-0.15442601,9.568427,0.34356794
1739387954309,0.0010652645,0.0010652645,-0.0010652645,-0.15083471,9.5385,0.34715924
1739387954314,0.0010652645,-0.0010652645,-0.002130529,-0.1388637,9.589975,0.32561144
1739387954317,0.0010652645,-0.0010652645,-0.002130529,-0.1388637,9.589975,0.32561144
1739387954323,0.0,0.0,-0.0010652645,-0.1448492,9.570822,0.35434186
1739387954329,0.0010652645,0.0,-0.0010652645,-0.142455,9.579201,0.36750996
1739387954334,0.0010652645,0.0,-0.002130529,-0.12808979,9.544485,0.35194764
1739387954337,0.0010652645,0.0,-0.002130529,-0.12808979,9.544485,0.35194764
1739387954343,0.0010652645,0.0,-0.0010652645,-0.12689269,9.563639,0.35793316
1739387954349,0.002130529,0.0010652645,-0.0010652645,-0.14604631,9.563639,0.33399114
1739387954354,0.0010652645,0.0,-0.002130529,-0.1340753,9.561244,0.33997664
1739387954357,0.0010652645,0.0,-0.002130529,-0.1340753,9.561244,0.33997664
1739387954360,0.0010652645,0.0,-0.0010652645,-0.1364695,9.603143,0.34356794
1739387954364,0.0010652645,0.0,-0.0031957934,-0.1364695,9.561244,0.33399114
1739387954369,0.002130529,0.0,-0.0010652645,-0.11971009,9.5492735,0.33758244
1739387954373,0.0010652645,-0.0010652645,-0.0010652645,-0.12210429,9.556456,0.34835634
1739387954379,0.0010652645,0.0,-0.0010652645,-0.1400608,9.582792,0.33279404
1739387954383,0.002130529,0.0,-0.002130529,-0.1388637,9.591172,0.34715924
1739387954388,0.0010652645,-0.0010652645,-0.002130529,-0.14604631,9.611523,0.34835634
1739387954393,0.0010652645,0.0,-0.002130529,-0.12210429,9.566033,0.35314476
1739387954397,0.0010652645,0.0,-0.002130529,-0.12210429,9.566033,0.35314476
1739387954402,0.0,0.0,0.0,-0.14724341,9.561244,0.34955344
1739387954408,0.0010652645,0.0010652645,-0.0010652645,-0.1400608,9.564836,0.34476504
1739387954414,0.002130529,0.0010652645,0.0,-0.12449849,9.564836,0.35314476
1739387954415,0.002130529,0.0010652645,0.0,-0.12449849,9.564836,0.35314476
1739387954420,0.002130529,0.0010652645,-0.0010652645,-0.142455,9.581595,0.35913026
1739387954423,0.0010652645,-0.0010652645,-0.002130529,-0.14604631,9.56723,0.34237084
1739387954428,0.0010652645,-0.0010652645,0.0,-0.1316811,9.579201,0.33279404
1739387954433,0.0010652645,-0.0010652645,0.0,-0.1316811,9.579201,0.33279404
1739387954439,0.0010652645,-0.0010652645,-0.0010652645,-0.12449849,9.606734,0.35075054
1739387954444,0.0010652645,-0.0010652645,0.0,-0.14844051,9.55885,0.34356794
1739387954446,0.0010652645,-0.0010652645,0.0,-0.14844051,9.55885,0.34356794
1739387954449,0.002130529,0.0,-0.002130529,-0.1448492,9.548077,0.33638534
1739387954453,0.0010652645,0.0,0.0,-0.15322891,9.562442,0.33638534
1739387954458,0.0,0.0,-0.0010652645,-0.1400608,9.55047,0.35314476
1739387954464,0.002130529,0.0,0.0,-0.1400608,9.563639,0.35913026
1739387954469,0.002130529,0.0,0.0,-0.1400608,9.563639,0.35913026
1739387954471,0.002130529,0.0,0.0,-0.1400608,9.563639,0.35913026
1739387954478,0.0010652645,0.0,-0.0010652645,-0.12689269,9.562442,0.35314476
1739387954480,0.0010652645,0.0,-0.0010652645,-0.12689269,9.562442,0.35314476
1739387954483,0.002130529,0.0,0.0,-0.12689269,9.562442,0.35314476
1739387954488,0.002130529,-0.0010652645,-0.002130529,-0.1316811,9.591172,0.34835634
1739387954493,0.002130529,-0.0010652645,-0.002130529,-0.1316811,9.585187,0.34835634
1739387954499,0.0010652645,-0.002130529,0.0,-0.1352724,9.585187,0.33877954
1739387954505,0.0010652645,-0.002130529,0.0010652645,-0.12449849,9.554062,0.34835634
1739387954508,0.002130529,0.0,0.002130529,-0.12090719,9.55885,0.34117374
1739387954513,0.0,0.0,0.0,-0.1316811,9.593566,0.35553896
1739387954518,0.0,0.0,0.0,-0.15322891,9.607931,0.35075054
1739387954523,0.0,0.0010652645,0.0,-0.14844051,9.579201,0.34476504
1739387954529,0.0010652645,0.0,0.0,-0.1364695,9.587581,0.34117374
1739387954534,0.002130529,0.0,-0.002130529,-0.130484,9.585187,0.33279404
1739387954539,0.002130529,0.0,0.0,-0.12090719,9.557653,0.32920274
1739387954544,0.002130529,0.0010652645,-0.0010652645,-0.12090719,9.557653,0.32920274
1739387954550,0.0,0.0010652645,-0.0010652645,-0.1400608,9.551667,0.34715924
1739387954553,0.0010652645,0.0010652645,-0.0031957934,-0.14844051,9.561244,0.32800564
1739387954559,0.0,0.0,-0.002130529,-0.1340753,9.576807,0.33279404
1739387954564,0.0010652645,0.0010652645,-0.0010652645,-0.14963761,9.576807,0.35434186
1739387954569,0.0010652645,0.0,0.0,-0.1412579,9.56723,0.34715924
1739387954574,-0.0010652645,-0.0010652645,-0.0010652645,-0.1400608,9.556456,0.34356794
1739387954579,-0.0010652645,-0.0010652645,-0.0010652645,-0.1400608,9.556456,0.34356794
1739387954581,-0.0010652645,-0.0010652645,-0.0010652645,-0.1400608,9.556456,0.34356794
1739387954586,0.002130529,0.0,-0.0010652645,-0.15442601,9.561244,0.35314476
1739387954591,0.002130529,0.0,-0.0010652645,-0.15442601,9.561244,0.35314476
1739387954597,0.0031957934,0.0010652645,-0.002130529,-0.12928689,9.579201,0.34715924
1739387954599,0.0010652645,0.0,-0.002130529,-0.15322891,9.537302,0.33758244
1739387954603,0.0010652645,0.0,-0.0010652645,-0.15322891,9.537302,0.33758244
1739387954609,0.0010652645,-0.0010652645,0.0,-0.15322891,9.561244,0.35314476
1739387954613,0.0,0.0,0.0,-0.15442601,9.563639,0.34356794
1739387954618,0.0,0.0,0.0010652645,-0.1376666,9.544485,0.34356794
1739387954621,0.0,0.0,0.0010652645,-0.1376666,9.544485,0.34356794
1739387954628,0.0,0.0,0.0,-0.1352724,9.588778,0.35553896
1739387954634,0.0,0.0,0.0,-0.1328782,9.580399,0.34835634
1739387954638,0.0010652645,0.0,0.0010652645,-0.1376666,9.576807,0.35553896
1739387954643,0.0,0.0010652645,0.0010652645,-0.12689269,9.586384,0.34715924
1739387954648,0.0010652645,0.0,0.0,-0.12928689,9.563639,0.33758244
1739387954651,0.0010652645,0.0,0.0,-0.12928689,9.563639,0.33758244
1739387954655,0.0010652645,0.0,-0.0010652645,-0.12928689,9.544485,0.36032736
1739387954659,0.0,0.0010652645,0.0,-0.1388637,9.55885,0.32561144
1739387954663,-0.0010652645,0.0,-0.0010652645,-0.1388637,9.55885,0.32561144
1739387954669,0.0010652645,0.0,0.0,-0.1340753,9.598354,0.32561144
1739387954673,0.0010652645,0.0,0.0,-0.1316811,9.586384,0.35194764
1739387954678,0.0010652645,0.0,-0.0010652645,-0.1448492,9.554062,0.34237084
1739387954679,0.0010652645,0.0,-0.0010652645,-0.1448492,9.554062,0.34237084
1739387954684,-0.0010652645,-0.002130529,-0.0010652645,-0.15083471,9.564836,0.33997664
1739387954687,-0.0010652645,-0.002130529,-0.0010652645,-0.15083471,9.564836,0.33997664
1739387954692,0.0010652645,0.0010652645,0.0,-0.12569559,9.5385,0.33638534
1739387954698,0.0010652645,0.0,0.0,-0.12689269,9.581595,0.34356794
1739387954703,0.0010652645,0.0,0.0,-0.12689269,9.581595,0.34356794
1739387954711,0.002130529,0.0010652645,0.0010652645,-0.12569559,9.564836,0.33279404
1739387954717,0.0010652645,0.002130529,-0.0010652645,-0.12928689,9.55047,0.33399114
1739387954725,0.0,-0.0010652645,-0.0010652645,-0.16280572,9.552865,0.35913026
1739387954729,0.0,0.0,0.0,-0.1328782,9.572019,0.33399114
1739387954733,0.0010652645,0.0,-0.0010652645,-0.14724341,9.569624,0.33877954
1739387954738,0.0010652645,0.0,-0.002130529,-0.1448492,9.586384,0.35793316
1739387954743,0.0010652645,0.0010652645,-0.002130529,-0.130484,9.564836,0.36272156
1739387954748,0.0010652645,0.0,0.0,-0.1364695,9.552865,0.36391866
1739387954753,0.0,0.0,0.0,-0.142455,9.551667,0.33877954
1739387954758,0.0,0.0,0.0,-0.142455,9.551667,0.33877954
1739387954763,0.002130529,0.0,-0.0010652645,-0.1400608,9.555259,0.35194764
1739387954769,0.002130529,0.0,-0.0010652645,-0.1448492,9.561244,0.35194764
1739387954774,0.0,0.0,0.0,-0.15322891,9.57561,0.33758244
1739387954779,0.0,0.0,0.0,-0.15322891,9.57561,0.33758244
1739387954780,0.0,0.0,0.0,-0.15322891,9.57561,0.33758244
1739387954786,0.002130529,0.0010652645,-0.0010652645,-0.130484,9.593566,0.34237084
1739387954793,0.0010652645,-0.0010652645,-0.002130529,-0.1364695,9.591172,0.36750996
1739387954799,0.0010652645,-0.0010652645,-0.002130529,-0.1340753,9.578004,0.34356794
1739387954803,0.0,0.0,-0.002130529,-0.1388637,9.557653,0.35075054
1739387954808,-0.0010652645,0.0010652645,0.0,-0.1436521,9.566033,0.34835634
1739387954813,0.0,0.0,-0.0010652645,-0.15801731,9.579201,0.33997664
1739387954819,0.0,0.0,0.0,-0.1448492,9.566033,0.35434186
1739387954824,0.002130529,0.0,0.0,-0.1436521,9.588778,0.35314476
1739387954825,0.002130529,0.0,0.0,-0.1436521,9.588778,0.35314476
1739387954828,0.0010652645,0.0,-0.0010652645,-0.14604631,9.580399,0.34476504
